,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
191Po,84,107,191,22,ms,symmetric,100.0,approximation,0.022,s,7.4933085,MeV
192Po,84,108,192,32.2,ms,symmetric,100.0,approximation,0.032200000000000006,s,7.319625,MeV
193Po,84,109,193,407,ms,symmetric,100.0,approximation,0.40700000000000003,s,7.0938012,MeV
194Po,84,110,194,392,ms,symmetric,93.0,symmetric,0.421505376344086,s,6.987074,MeV
195Po,84,111,195,4.64,s,symmetric,94.0,symmetric,4.9361702127659575,s,6.749673,MeV
196Po,84,112,196,5.63,s,symmetric,94.0,symmetric,5.98936170212766,s,6.6581987,MeV
197Po,84,113,197,54,s,symmetric,44.0,symmetric,122.72727272727273,s,6.4112605,MeV
198Po,84,114,198,1.76,m,symmetric,57.0,symmetric,185.26315789473685,s,6.309672,MeV
199Po,84,115,199,5.5,m,symmetric,7.5,symmetric,4400.000000000001,s,6.0742948,MeV
200Po,84,116,200,11.5,m,symmetric,11.3,symmetric,6106.194690265486,s,5.9816351999999995,MeV
201Po,84,117,201,15.5,m,symmetric,1.13,symmetric,82300.88495575222,s,5.799303,MeV
202Po,84,118,202,44.6,m,symmetric,1.92,symmetric,139375.00000000003,s,5.7009575,MeV
203Po,84,119,203,36.7,m,symmetric,0.11,symmetric,2001818.181818182,s,5.4959999,MeV
204Po,84,120,204,3.518,h,symmetric,0.673,symmetric,1881842.4962852895,s,5.484896399999999,MeV
193At,85,108,193,28,ms,asymmetric,100.0,approximation,0.028,s,7.572424600000001,MeV
194At,85,109,194,286,ms,symmetric,100.0,approximation,0.28600000000000003,s,7.4544999,MeV
191At,85,106,191,1.7,ms,asymmetric,100.0,approximation,0.0017,s,7.822272600000001,MeV
192At,85,107,192,88,ms,symmetric,100.0,limit,0.088,s,7.6956261,MeV
204At,85,119,204,9.2,m,symmetric,3.9,symmetric,14153.846153846152,s,6.070406200000001,MeV
202At,85,117,202,184,s,symmetric,12.0,symmetric,1533.3333333333335,s,6.3538287,MeV
203At,85,118,203,7.4,m,symmetric,31.0,symmetric,1432.258064516129,s,6.2100934,MeV
200At,85,115,200,43,s,symmetric,53.0,symmetric,81.13207547169812,s,6.5962229,MeV
201At,85,116,201,85,s,symmetric,71.0,symmetric,119.71830985915494,s,6.4728382,MeV
198At,85,113,198,4.47,s,symmetric,90.0,symmetric,4.966666666666666,s,6.8893574,MeV
199At,85,114,199,6.97,s,symmetric,92.0,asymmetric,7.576086956521738,s,6.7772734,MeV
196At,85,111,196,377,ms,symmetric,97.5,symmetric,0.3866666666666667,s,7.1964462000000005,MeV
197At,85,112,197,388,ms,symmetric,96.1,symmetric,0.40374609781477633,s,7.104392799999999,MeV
195At,85,110,195,309,ms,symmetric,100.0,unreported,0.309,s,7.3441362,MeV
213At,85,128,213,124,ns,symmetric,100.0,symmetric,1.24e-07,s,9.2541513,MeV
214At,85,129,214,558,ns,symmetric,100.0,symmetric,5.58e-07,s,8.9878374,MeV
211At,85,126,211,7.216,h,symmetric,41.78,symmetric,62177.11823839157,s,5.9824474,MeV
212At,85,127,212,314,ms,symmetric,100.0,approximation,0.314,s,7.8170863,MeV
209At,85,124,209,5.42,h,symmetric,4.1,symmetric,475902.4390243903,s,5.7568804,MeV
210At,85,125,210,8.1,h,symmetric,0.175,symmetric,16662857.142857142,s,5.6311855,MeV
207At,85,122,207,1.81,h,symmetric,10.0,approximation,65159.99999999999,s,5.8724955,MeV
208At,85,123,208,1.63,h,symmetric,0.55,symmetric,1066909.0909090908,s,5.7511098,MeV
205At,85,120,205,26.9,m,symmetric,10.0,symmetric,16139.999999999996,s,6.019571,MeV
206At,85,121,206,30.5,m,symmetric,0.9,symmetric,203333.3333333333,s,5.8865504,MeV
215At,85,130,215,37,us,symmetric,100.0,unreported,3.7e-05,s,8.1776168,MeV
224At,85,139,224,1.27,m,asymmetric,,,,,4.327,MeV
222At,85,137,222,54,s,symmetric,,,,,5.3120741,MeV
223At,85,138,223,50,s,symmetric,,,,,4.683,MeV
220At,85,135,220,3.71,m,symmetric,8.0,symmetric,2782.5,s,6.0768447,MeV
221At,85,136,221,2.3,m,symmetric,,,,,5.6278505999999995,MeV
218At,85,133,218,1.28,s,symmetric,99.95,symmetric,1.28064032016008,s,6.8760822,MeV
219At,85,134,219,56,s,symmetric,93.6,symmetric,59.82905982905983,s,6.3418333,MeV
216At,85,131,216,0.3,ms,symmetric,100.0,approximation,0.0003,s,7.949705,MeV
217At,85,132,217,32.6,ms,symmetric,99.993,symmetric,0.03260228215975118,s,7.2013529,MeV
225At,85,140,225,,,,,,,,3.6750000000000003,MeV
226At,85,141,226,,,,,,,,3.285,MeV
229At,85,144,229,,,,,,,,,
227At,85,142,227,,,,,,,,2.765,MeV
228At,85,143,228,,,,,,,,2.3850000000000002,MeV
190At,85,105,190,,,,,,,,,
214Rn,86,128,214,259,ns,symmetric,100.0,symmetric,2.5900000000000003e-07,s,9.2084798,MeV
213Rn,86,127,213,19.38,ms,symmetric,100.0,symmetric,0.019379999999999998,s,8.24515,MeV
215Rn,86,129,215,2.3,us,symmetric,100.0,unreported,2.2999999999999996e-06,s,8.8385865,MeV
210Rn,86,124,210,2.42,h,symmetric,96.0,symmetric,9075.0,s,6.1589884,MeV
209Rn,86,123,209,28.7,m,symmetric,17.0,symmetric,10129.411764705881,s,6.155433100000001,MeV
212Rn,86,126,212,23.9,m,symmetric,100.0,symmetric,1434.0,s,6.385072,MeV
211Rn,86,125,211,14.7,h,symmetric,27.4,symmetric,193138.68613138687,s,5.965454800000001,MeV
206Rn,86,120,206,6.29,m,symmetric,62.0,symmetric,608.7096774193548,s,6.3837351,MeV
208Rn,86,122,208,24.28,m,symmetric,62.0,symmetric,2349.677419354839,s,6.2607403,MeV
207Rn,86,121,207,9.25,m,symmetric,21.0,symmetric,2642.857142857143,s,6.2511611,MeV
226Rn,86,140,226,7.4,m,symmetric,,,,,3.8360102,MeV
225Rn,86,139,225,4.66,m,symmetric,,,,,4.3354705000000004,MeV
224Rn,86,138,224,114,m,symmetric,,,,,4.7567202,MeV
221Rn,86,135,221,25.7,m,symmetric,20.0,symmetric,7710.0,s,6.1629859,MeV
220Rn,86,134,220,55.6,s,symmetric,100.0,unreported,55.6,s,6.4047417,MeV
223Rn,86,137,223,24.3,m,symmetric,,,,,5.2834618,MeV
222Rn,86,136,222,3.82146,d,symmetric,100.0,unreported,330174.14400000003,s,5.5903894,MeV
217Rn,86,131,217,0.59,ms,symmetric,100.0,unreported,0.00059,s,7.8871691,MeV
216Rn,86,130,216,29,us,symmetric,100.0,symmetric,2.9e-05,s,8.1978049,MeV
219Rn,86,133,219,3.96,s,symmetric,100.0,unreported,3.96,s,6.9461921,MeV
218Rn,86,132,218,33.75,ms,symmetric,100.0,unreported,0.03375,s,7.2624699,MeV
231Rn,86,145,231,,,,,,,,1.844,MeV
228Rn,86,142,228,65,s,symmetric,,,,,2.908,MeV
227Rn,86,141,227,20.8,s,symmetric,,,,,3.382,MeV
230Rn,86,144,230,,,,,,,,2.196,MeV
229Rn,86,143,229,12,s,asymmetric,,,,,2.358,MeV
195Rn,86,109,195,6,ms,asymmetric,100.0,approximation,0.006,s,7.6940999,MeV
194Rn,86,108,194,0.78,ms,symmetric,100.0,approximation,0.0007800000000000001,s,7.8624159,MeV
193Rn,86,107,193,1.15,ms,symmetric,100.0,approximation,0.00115,s,8.0399999,MeV
203Rn,86,117,203,44,s,symmetric,66.0,symmetric,66.66666666666666,s,6.6298682,MeV
202Rn,86,116,202,9.75,s,symmetric,78.0,symmetric,12.5,s,6.7738018,MeV
205Rn,86,119,205,170,s,symmetric,25.0,symmetric,680.0,s,6.386486,MeV
204Rn,86,118,204,74,s,symmetric,72.0,symmetric,102.77777777777779,s,6.546652,MeV
199Rn,86,113,199,0.6,s,symmetric,100.0,approximation,0.6,s,7.1318922,MeV
198Rn,86,112,198,65,ms,symmetric,90.0,symmetric,0.07222222222222222,s,7.3493816,MeV
201Rn,86,115,201,7,s,symmetric,0.0,limit,,,6.8607498,MeV
200Rn,86,114,200,1.03,s,symmetric,86.0,asymmetric,1.1976744186046513,s,7.0433611,MeV
197Rn,86,111,197,55,ms,asymmetric,100.0,approximation,0.055,s,7.410754600000001,MeV
196Rn,86,110,196,4.4,ms,asymmetric,100.0,approximation,0.0044,s,7.6167366,MeV
226Fr,87,139,226,49,s,symmetric,,,,,4.1425952,MeV
225Fr,87,138,225,4,m,symmetric,,,,,4.6129568,MeV
224Fr,87,137,224,3.33,m,symmetric,,,,,4.94795,MeV
219Fr,87,132,219,22,ms,symmetric,100.0,unreported,0.022,s,7.4486065,MeV
218Fr,87,131,218,1.1,ms,symmetric,100.0,unreported,0.0011,s,8.0136758,MeV
217Fr,87,130,217,22,us,symmetric,100.0,unreported,2.2e-05,s,8.4692686,MeV
223Fr,87,136,223,21.99,m,symmetric,0.006,symmetric,21989999.999999996,s,5.5613922,MeV
222Fr,87,135,222,14.2,m,symmetric,,,,,5.8529689,MeV
221Fr,87,134,221,4.801,m,symmetric,99.995,symmetric,288.074403720186,s,6.457737,MeV
220Fr,87,133,220,27.4,s,symmetric,99.65,symmetric,27.49623682890115,s,6.800737900000001,MeV
216Fr,87,129,216,0.7,us,symmetric,100.0,symmetric,7e-07,s,9.174254999999999,MeV
215Fr,87,128,215,89,ns,symmetric,100.0,unreported,8.9e-08,s,9.540412700000001,MeV
214Fr,87,127,214,5.5,ms,symmetric,100.0,symmetric,0.0055,s,8.5888563,MeV
213Fr,87,126,213,34.17,s,symmetric,99.45,symmetric,34.35897435897436,s,6.9046577,MeV
208Fr,87,121,208,58.6,s,symmetric,89.0,symmetric,65.84269662921348,s,6.7854078,MeV
207Fr,87,120,207,14.8,s,symmetric,95.0,symmetric,15.578947368421055,s,6.8886707,MeV
212Fr,87,125,212,20.3,m,symmetric,43.0,symmetric,2832.558139534884,s,6.528987,MeV
211Fr,87,124,211,3.1,m,symmetric,87.0,symmetric,213.79310344827587,s,6.662251400000001,MeV
210Fr,87,123,210,3.18,m,symmetric,71.0,symmetric,268.7323943661972,s,6.6709639,MeV
209Fr,87,122,209,50.5,s,symmetric,89.0,symmetric,56.741573033707866,s,6.7774589,MeV
230Fr,87,143,230,19.1,s,symmetric,,,,,2.402,MeV
229Fr,87,142,229,50.2,s,symmetric,,,,,2.944,MeV
228Fr,87,141,228,38,s,symmetric,,,,,3.2482873,MeV
227Fr,87,140,227,2.47,m,symmetric,,,,,3.8295211,MeV
233Fr,87,146,233,0.9,s,symmetric,,,,,1.606,MeV
232Fr,87,145,232,5.5,s,symmetric,,,,,1.768,MeV
231Fr,87,144,231,17.6,s,symmetric,,,,,2.225,MeV
205Fr,87,118,205,3.9,s,symmetric,98.5,symmetric,3.9593908629441623,s,7.054709300000001,MeV
204Fr,87,117,204,1.8,s,symmetric,92.0,symmetric,1.9565217391304348,s,7.1702862,MeV
203Fr,87,116,203,550,ms,symmetric,100.0,approximation,0.55,s,7.274873899999999,MeV
202Fr,87,115,202,364,ms,symmetric,100.0,approximation,0.364,s,7.3853686,MeV
206Fr,87,119,206,16,s,approximation,88.4,symmetric,18.099547511312217,s,6.923331600000001,MeV
197Fr,87,110,197,0.6,ms,asymmetric,100.0,approximation,0.0006,s,7.8963752000000005,MeV
201Fr,87,114,201,63,ms,symmetric,100.0,approximation,0.063,s,7.5189119,MeV
200Fr,87,113,200,50,ms,symmetric,100.0,approximation,0.05,s,7.6218374,MeV
199Fr,87,112,199,4.5,ms,asymmetric,100.0,approximation,0.0045000000000000005,s,7.8167717,MeV
198Fr,87,111,198,15,ms,symmetric,100.0,approximation,0.015,s,7.8692720000000005,MeV
225Ra,88,137,225,14.8,d,symmetric,,,,,5.0967734,MeV
224Ra,88,136,224,3.6313,d,symmetric,100.0,unreported,313744.32,s,5.7889231,MeV
227Ra,88,139,227,42.2,m,symmetric,,,,,4.3628095,MeV
226Ra,88,138,226,1600,y,symmetric,100.0,unreported,50492160000.0,s,4.8707028,MeV
219Ra,88,131,219,9,ms,symmetric,100.0,unreported,0.009000000000000001,s,8.1379268,MeV
218Ra,88,130,218,25.91,us,symmetric,100.0,unreported,2.5909999999999998e-05,s,8.5403045,MeV
221Ra,88,133,221,16,s,symmetric,100.0,unreported,16.0,s,6.8803948,MeV
220Ra,88,132,220,18,ms,symmetric,100.0,unreported,0.018000000000000002,s,7.5938629,MeV
223Ra,88,135,223,11.4352,d,symmetric,100.0,unreported,988001.28,s,5.9789916000000005,MeV
222Ra,88,134,222,33.6,s,symmetric,100.0,unreported,33.6,s,6.6778756999999995,MeV
214Ra,88,126,214,2.438,s,symmetric,99.94,symmetric,2.4394636782069243,s,7.272588600000001,MeV
213Ra,88,125,213,2.73,m,symmetric,86.0,symmetric,190.46511627906975,s,6.861690800000001,MeV
216Ra,88,128,216,172,ns,symmetric,100.0,symmetric,1.72e-07,s,9.5257696,MeV
215Ra,88,127,215,1.68,ms,symmetric,100.0,unreported,0.00168,s,8.8624086,MeV
217Ra,88,129,217,1.59,us,symmetric,100.0,symmetric,1.59e-06,s,9.1605687,MeV
208Ra,88,120,208,1.11,s,symmetric,87.0,symmetric,1.2758620689655173,s,7.2731333000000005,MeV
210Ra,88,122,210,3.9,s,symmetric,100.0,approximation,3.9,s,7.1508409,MeV
209Ra,88,121,209,4.8,s,symmetric,100.0,approximation,4.8,s,7.1430886000000005,MeV
212Ra,88,124,212,13,s,symmetric,100.0,approximation,13.0,s,7.0317107,MeV
211Ra,88,123,211,13,s,symmetric,100.0,approximation,13.0,s,7.0416957,MeV
235Ra,88,147,235,,,,,,,,2.1550000000000002,MeV
228Ra,88,140,228,5.75,y,symmetric,,,,,4.0701799,MeV
230Ra,88,142,230,93,m,symmetric,,,,,3.3441964,MeV
229Ra,88,141,229,4,m,symmetric,,,,,3.6029038,MeV
232Ra,88,144,232,4.2,m,symmetric,,,,,2.8285731000000003,MeV
231Ra,88,143,231,103.9,s,symmetric,,,,,2.9057377,MeV
234Ra,88,146,234,30,s,symmetric,,,,,2.336,MeV
233Ra,88,145,233,30,s,symmetric,,,,,2.546746,MeV
203Ra,88,115,203,31,ms,asymmetric,100.0,approximation,0.031,s,7.736261300000001,MeV
202Ra,88,114,202,3.8,ms,asymmetric,100.0,approximation,0.0038,s,7.8803036,MeV
205Ra,88,117,205,215,ms,asymmetric,100.0,approximation,0.215,s,7.4863498,MeV
204Ra,88,116,204,58,ms,asymmetric,100.0,approximation,0.058,s,7.6366358000000005,MeV
207Ra,88,119,207,1.4,s,symmetric,86.0,approximation,1.627906976744186,s,7.2731167999999995,MeV
206Ra,88,118,206,240,ms,symmetric,100.0,approximation,0.24,s,7.415257800000001,MeV
201Ra,88,113,201,8,ms,asymmetric,100.0,symmetric,0.008,s,8.001532599999999,MeV
208Ac,89,119,208,93,ms,asymmetric,100.0,approximation,0.093,s,7.7286302,MeV
207Ac,89,118,207,27,ms,asymmetric,100.0,approximation,0.027,s,7.844899900000001,MeV
206Ac,89,117,206,27,ms,symmetric,100.0,approximation,0.027,s,7.9582999,MeV
205Ac,89,116,205,7.7,ms,asymmetric,100.0,approximation,0.0077,s,8.0931999,MeV
234Ac,89,145,234,44,s,symmetric,,,,,2.9295101,MeV
233Ac,89,144,233,143,s,symmetric,,,,,3.2148682,MeV
232Ac,89,143,232,119,s,symmetric,,,,,3.345286,MeV
231Ac,89,142,231,7.5,m,symmetric,,,,,3.6554921,MeV
230Ac,89,141,230,122,s,symmetric,,,,,3.8929309,MeV
229Ac,89,140,229,62.7,m,symmetric,,,,,4.4444184,MeV
237Ac,89,148,237,,,,,,,,2.6750000000000003,MeV
236Ac,89,147,236,1.2,m,asymmetric,,,,,2.7232474000000004,MeV
235Ac,89,146,235,62,s,symmetric,,,,,2.8516694000000005,MeV
212Ac,89,123,212,895,ms,symmetric,100.0,approximation,0.895,s,7.539611799999999,MeV
211Ac,89,122,211,210,ms,symmetric,100.0,approximation,0.21,s,7.567589700000001,MeV
210Ac,89,121,210,344,ms,asymmetric,100.0,approximation,0.34400000000000003,s,7.586022,MeV
209Ac,89,120,209,91,ms,asymmetric,100.0,approximation,0.091,s,7.7297872,MeV
218Ac,89,129,218,1.02,us,symmetric,100.0,unreported,1.02e-06,s,9.384256299999999,MeV
217Ac,89,128,217,69,ns,symmetric,100.0,unreported,6.900000000000001e-08,s,9.8316047,MeV
216Ac,89,127,216,360,us,symmetric,100.0,symmetric,0.00035999999999999997,s,9.2408187,MeV
215Ac,89,126,215,170,ms,symmetric,99.91,symmetric,0.17015313782404165,s,7.7459488,MeV
214Ac,89,125,214,8.2,s,symmetric,89.0,limit,9.213483146067414,s,7.351864,MeV
213Ac,89,124,213,738,ms,symmetric,100.0,approximation,0.738,s,7.4982578,MeV
223Ac,89,134,223,2.12,m,symmetric,99.0,symmetric,128.4848484848485,s,6.7831999,MeV
222Ac,89,133,222,4.9,s,symmetric,99.0,symmetric,4.94949494949495,s,7.137441300000001,MeV
221Ac,89,132,221,52,ms,symmetric,100.0,unreported,0.052000000000000005,s,7.7914696,MeV
220Ac,89,131,220,26.4,ms,symmetric,100.0,symmetric,0.0264,s,8.3478172,MeV
219Ac,89,130,219,9.5,us,symmetric,100.0,unreported,9.499999999999999e-06,s,8.826499900000002,MeV
228Ac,89,139,228,6.15,h,symmetric,,,,,4.721123700000001,MeV
227Ac,89,138,227,21.7725,y,symmetric,1.38,symmetric,49788974347.826096,s,5.0422697,MeV
226Ac,89,137,226,29.37,h,symmetric,0.006,symmetric,1762200000.0,s,5.5061819,MeV
225Ac,89,136,225,9.919,d,symmetric,100.0,unreported,857001.6000000001,s,5.935138,MeV
224Ac,89,135,224,2.78,h,symmetric,9.1,asymmetric,109978.02197802198,s,6.326899900000001,MeV
203Ac,89,114,203,,,,,,,,,
204Ac,89,115,204,,,,,,,,,
239Th,90,149,239,,,,,,,,2.945,MeV
238Th,90,148,238,9.4,m,symmetric,,,,,3.169,MeV
235Th,90,145,235,7.2,m,symmetric,,,,,3.3763498,MeV
234Th,90,144,234,24.107,d,symmetric,,,,,3.6717365,MeV
237Th,90,147,237,4.79,m,symmetric,,,,,3.1961195,MeV
236Th,90,146,236,37.5,m,symmetric,,,,,3.3333314,MeV
231Th,90,141,231,25.52,h,symmetric,,,,,4.213431,MeV
230Th,90,140,230,75400,y,symmetric,100.0,unreported,2379443040000.0,s,4.7700202,MeV
233Th,90,143,233,21.83,m,symmetric,,,,,3.7447638000000003,MeV
232Th,90,142,232,14068419841,y,symmetric,100.0,symmetric,4.439655659743416e+17,s,4.0815999000000005,MeV
228Th,90,138,228,1.9116,y,symmetric,100.0,symmetric,60325508.16,s,5.5201511000000005,MeV
227Th,90,137,227,18.6936,d,symmetric,100.0,unreported,1615127.04,s,6.1465981,MeV
229Th,90,139,229,7907.5,y,symmetric,100.0,unreported,249541722000.0,s,5.1675578,MeV
224Th,90,134,224,1.04,s,symmetric,100.0,unreported,1.04,s,7.2985734,MeV
223Th,90,133,223,0.6,s,symmetric,100.0,unreported,0.6,s,7.5666333,MeV
226Th,90,136,226,30.69,m,symmetric,100.0,unreported,1841.4,s,6.4525282,MeV
225Th,90,135,225,8.72,m,symmetric,90.0,approximation,581.3333333333334,s,6.921399900000001,MeV
220Th,90,130,220,10.2,us,symmetric,100.0,unreported,1.0199999999999999e-05,s,8.9731556,MeV
222Th,90,132,222,1.97,ms,symmetric,100.0,unreported,0.00197,s,8.1325665,MeV
221Th,90,131,221,1.73,ms,symmetric,100.0,unreported,0.00173,s,8.625474,MeV
217Th,90,127,217,254,us,symmetric,100.0,unreported,0.000254,s,9.4353069,MeV
216Th,90,126,216,26,ms,symmetric,100.0,symmetric,0.026000000000000002,s,8.072383799999999,MeV
219Th,90,129,219,1.02,us,symmetric,100.0,unreported,1.02e-06,s,9.5058694,MeV
218Th,90,128,218,121,ns,symmetric,100.0,unreported,1.21e-07,s,9.8490906,MeV
213Th,90,123,213,146,ms,symmetric,100.0,approximation,0.146,s,7.8369514,MeV
212Th,90,122,212,31.7,ms,symmetric,100.0,approximation,0.0317,s,7.9580367,MeV
215Th,90,125,215,1.4,s,symmetric,100.0,unreported,1.4,s,7.6646478,MeV
214Th,90,124,214,100,ms,symmetric,100.0,symmetric,0.1,s,7.8271772,MeV
211Th,90,121,211,37,ms,asymmetric,100.0,approximation,0.037,s,7.9374924,MeV
210Th,90,120,210,15.7,ms,symmetric,100.0,approximation,0.0157,s,8.0689919,MeV
209Th,90,119,209,2.5,ms,asymmetric,100.0,approximation,0.0025,s,8.166,MeV
208Th,90,118,208,3.1,ms,symmetric,100.0,approximation,0.0031000000000000003,s,8.2020281,MeV
207Th,90,117,207,,,,,,,,,
211Pa,91,120,211,3.8,ms,asymmetric,100.0,approximation,0.0038,s,8.4810817,MeV
215Pa,91,124,215,14,ms,symmetric,100.0,unreported,0.014,s,8.2361363,MeV
214Pa,91,123,214,17,ms,symmetric,100.0,symmetric,0.017,s,8.2708999,MeV
213Pa,91,122,213,5.3,ms,asymmetric,100.0,symmetric,0.0053,s,8.3843916,MeV
212Pa,91,121,212,5,ms,asymmetric,100.0,approximation,0.005,s,8.410752500000001,MeV
219Pa,91,128,219,55,ns,symmetric,100.0,unreported,5.5e-08,s,10.1277574,MeV
218Pa,91,127,218,109,us,symmetric,100.0,unreported,0.00010899999999999999,s,9.791380499999999,MeV
217Pa,91,126,217,3.7,ms,symmetric,100.0,unreported,0.0037,s,8.4888028,MeV
216Pa,91,125,216,118,ms,symmetric,100.0,approximation,0.11800000000000001,s,8.099282800000001,MeV
220Pa,91,129,220,0.89,us,symmetric,100.0,unreported,8.9e-07,s,9.703745000000001,MeV
222Pa,91,131,222,3.89,ms,symmetric,100.0,unreported,0.0038900000000000002,s,8.7885999,MeV
221Pa,91,130,221,5.9,us,asymmetric,100.0,unreported,5.9e-06,s,9.2476999,MeV
226Pa,91,135,226,1.8,m,symmetric,74.0,symmetric,145.94594594594594,s,6.9868864,MeV
225Pa,91,134,225,1.7,s,symmetric,100.0,unreported,1.7,s,7.4006757,MeV
224Pa,91,133,224,0.85,s,symmetric,100.0,unreported,0.85,s,7.6936799,MeV
223Pa,91,132,223,5.3,ms,symmetric,100.0,unreported,0.0053,s,8.3431452,MeV
230Pa,91,139,230,17.4,d,symmetric,0.0035,symmetric,42953142857.142845,s,5.4394263,MeV
229Pa,91,138,229,1.55,d,symmetric,0.51,symmetric,26258823.529411767,s,5.8346274000000005,MeV
228Pa,91,137,228,19.8,h,symmetric,1.85,symmetric,3852972.972972973,s,6.2645352,MeV
227Pa,91,136,227,38.3,m,symmetric,85.0,symmetric,2703.529411764706,s,6.580399900000001,MeV
233Pa,91,142,233,26.975,d,symmetric,,,,,4.3745584,MeV
232Pa,91,141,232,1.31,d,symmetric,,,,,4.6269789,MeV
231Pa,91,140,231,32739,y,symmetric,100.0,symmetric,1033164266400.0,s,5.1499071,MeV
237Pa,91,146,237,8.7,m,symmetric,,,,,3.7946703000000004,MeV
236Pa,91,145,236,9.1,m,symmetric,,,,,3.754616,MeV
235Pa,91,144,235,24.4,m,symmetric,,,,,4.1011318,MeV
234Pa,91,143,234,6.671,h,symmetric,,,,,4.0755678,MeV
240Pa,91,149,240,,,,,,,,3.364,MeV
239Pa,91,148,239,1.8,h,symmetric,,,,,3.555,MeV
238Pa,91,147,238,2.3,m,symmetric,,,,,3.6279328,MeV
241Pa,91,150,241,,,,,,,,3.295,MeV
215U,92,123,215,0.7,ms,asymmetric,100.0,approximation,0.0007,s,8.587999900000002,MeV
222U,92,130,222,4.7,us,symmetric,100.0,approximation,4.7e-06,s,9.481171,MeV
224U,92,132,224,396,us,symmetric,100.0,unreported,0.000396,s,8.628236800000002,MeV
223U,92,131,223,62,us,asymmetric,100.0,unreported,6.2e-05,s,9.157582099999999,MeV
226U,92,134,226,267,ms,symmetric,100.0,unreported,0.267,s,7.7008428,MeV
225U,92,133,225,61,ms,symmetric,100.0,unreported,0.061,s,8.007159399999999,MeV
217U,92,125,217,16,ms,asymmetric,100.0,approximation,0.016,s,8.426,MeV
216U,92,124,216,4.5,ms,asymmetric,100.0,approximation,0.0045000000000000005,s,8.530627200000001,MeV
219U,92,127,219,60,us,symmetric,100.0,unreported,5.9999999999999995e-05,s,9.9496039,MeV
218U,92,126,218,0.63,ms,asymmetric,100.0,unreported,0.00063,s,8.7748074,MeV
221U,92,129,221,0.66,us,symmetric,100.0,approximation,6.6e-07,s,9.889299900000001,MeV
220U,92,128,220,,,,,,,,10.290000000000001,MeV
233U,92,141,233,159189,y,symmetric,100.0,symmetric,5023622786400.0,s,4.9086781,MeV
232U,92,140,232,68.9,y,symmetric,100.0,symmetric,2174318640.0,s,5.41363,MeV
235U,92,143,235,703974287,y,symmetric,100.0,symmetric,2.22157389594312e+16,s,4.6780559,MeV
234U,92,142,234,245500,y,symmetric,100.0,symmetric,7747390800000.0,s,4.8575319,MeV
237U,92,145,237,6.752,d,symmetric,,,,,4.2335748,MeV
236U,92,144,236,23430000,y,symmetric,100.0,symmetric,739394568000000.0,s,4.5729562,MeV
228U,92,136,228,9.1,m,symmetric,95.0,limit,574.7368421052632,s,6.7995044,MeV
227U,92,135,227,1.1,m,symmetric,100.0,unreported,66.0,s,7.2347157,MeV
230U,92,138,230,20.23,d,symmetric,100.0,symmetric,1747872.0,s,5.9924517999999996,MeV
229U,92,137,229,57.8,m,symmetric,20.0,approximation,17339.999999999996,s,6.4755112,MeV
231U,92,139,231,4.2,d,symmetric,0.004,symmetric,9072000000.0,s,5.5762769,MeV
242U,92,150,242,16.8,m,symmetric,,,,,3.67,MeV
243U,92,151,243,,,,,,,,3.555,MeV
239U,92,147,239,23.45,m,symmetric,,,,,4.129998400000001,MeV
238U,92,146,238,4463230100,y,symmetric,100.0,symmetric,1.4084883020376e+17,s,4.2698581,MeV
241U,92,149,241,,,,,,,,3.817,MeV
240U,92,148,240,14.1,h,symmetric,,,,,4.0353789,MeV
214U,92,122,214,,,,,,,,,
222Np,93,129,222,380,ns,asymmetric,100.0,symmetric,3.8e-07,s,10.200156999999999,MeV
221Np,93,128,221,,,,,,,,10.431000000000001,MeV
220Np,93,127,220,25,us,asymmetric,100.0,approximation,2.4999999999999998e-05,s,10.2263078,MeV
219Np,93,126,219,150,us,asymmetric,100.0,approximation,0.00015,s,9.207497799999999,MeV
226Np,93,133,226,37,ms,symmetric,100.0,unreported,0.037,s,8.3275999,MeV
225Np,93,132,225,3.7,ms,asymmetric,100.0,approximation,0.0037,s,8.8182451,MeV
224Np,93,131,224,38,us,asymmetric,100.0,approximation,3.7999999999999995e-05,s,9.3289344,MeV
223Np,93,130,223,2.15,us,asymmetric,100.0,approximation,2.1499999999999997e-06,s,9.6504434,MeV
242Np,93,149,242,2.2,m,symmetric,,,,,4.0979171,MeV
241Np,93,148,241,13.9,m,symmetric,,,,,4.3625758999999995,MeV
240Np,93,147,240,61.9,m,symmetric,,,,,4.557358000000001,MeV
239Np,93,146,239,2.3558,d,symmetric,,,,,4.5971881,MeV
238Np,93,145,238,2.0993,d,symmetric,,,,,4.6908116,MeV
245Np,93,152,245,,,,,,,,3.685,MeV
244Np,93,151,244,2.29,m,symmetric,,,,,3.805,MeV
243Np,93,150,243,1.85,m,symmetric,,,,,4.0440000000000005,MeV
232Np,93,139,232,14.7,m,symmetric,,,,,6.011,MeV
231Np,93,138,231,48.8,m,symmetric,2.0,symmetric,146400.0,s,6.368399900000001,MeV
230Np,93,137,230,4.63,m,symmetric,3.0,limit,9260.0,s,6.7780999,MeV
229Np,93,136,229,4,m,symmetric,68.0,symmetric,352.94117647058823,s,7.0198216,MeV
228Np,93,135,228,61.4,s,symmetric,40.0,symmetric,153.5,s,7.538,MeV
